word	definition	pos	cefr	tags
reembolso	refund	noun	B2.1	
euro	euro	noun	B2.2	
transbordo	transfer	noun	B2.2	
garantía	guarantee, collateral; warranty, guarantee	noun	B1.1	
barato	cheap	adj	A2.2	
caro	expensive	adj	A2.2	
banco	bank	noun	A1.2	
comer	to eat	verb	A1.1	food
comida	food, meal	noun	A1.1	food
cuenta	bill, check	noun	A1.1	food
tierra	earth, soil	noun	A1.1	food
tomar	to drink, to take	verb	A1.1	food
vino	wine	noun	A1.1	food
beber	to drink	verb	A1.2	food
carne	meat	noun	A1.2	food
carta	letter, menu	noun	A1.2	food
cena	dinner	noun	A1.2	food
cenar	to have dinner	verb	A1.2	food
cerveza	beer	noun	A1.2	food
dulce	sweet	adj	A1.2	food
duro	hard	adj	A1.2	food
entrada	appetizer	noun	A1.2	food
leche	milk	noun	A1.2	food
orden	order	noun	A1.2	food
pagar	to pay	verb	A1.2	food
precio	price	noun	A1.2	food
rico	delicious, rich	adj	A1.2	food
sal	salt	noun	A1.2	food
té	tea	noun	A1.2	food
traer	to bring	verb	A1.2	food
almuerzo	lunch	noun	A2.1	food
azúcar	sugar	noun	A2.1	food
bebida	drink	noun	A2.1	food
cuchillo	knife	noun	A2.1	food
desayuno	breakfast	noun	A2.1	food
helado	ice cream	noun	A2.1	food
huevos	eggs	noun	A2.1	food
pan	bread	noun	A2.1	food
papa	potato	noun	A2.1	food
pizza	pizza	noun	A2.1	food
pollo	chicken	noun	A2.1	food
preparar	to prepare	verb	A2.1	food
queso	cheese	noun	A2.1	food
salsa	sauce	noun	A2.1	food
sopa	soup	noun	A2.1	food
suave	mild	adj	A2.1	food
taza	cup	noun	A2.1	food
vaso	glass	noun	A2.1	food
aceite	oil	noun	A2.2	food
almorzar	to have lunch	verb	A2.2	food
arroz	rice	noun	A2.2	food
camarera	waiter, waitress	noun	A2.2	food
chef	chef	noun	A2.2	food
delicioso	delicious	adj	A2.2	food
desayunar	to have breakfast	verb	A2.2	food
ensalada	salad	noun	A2.2	food
fruta	fruit	noun	A2.2	food
hamburguesa	hamburger	noun	A2.2	food
huevo	egg	noun	A2.2	food
jugo	juice	noun	A2.2	food
mantequilla	butter	noun	A2.2	food
manzana	apple	noun	A2.2	food
menú	menu	noun	A2.2	food
pasta	pasta	noun	A2.2	food
pesado	heavy	adj	A2.2	food
postre	dessert	noun	A2.2	food
reserva	reservation, reserve	noun	A2.2	food
seco	dry	adj	A2.2	
ajo	garlic	noun	B1.1	food
billar	billiards	noun	B1.1	
cebolla	onion	noun	B1.1	food
chile	pepper	noun	B1.1	food
cuchara	spoon	noun	B1.1	food
especialidad	specialty	noun	B1.1	
galleta	cookie, biscuit	noun	B1.1	food
harina	flour	noun	B1.1	food
ligero	light	adj	B1.1	
limón	lemon	noun	B1.1	food
olla	pot	noun	B1.1	food
ordenar	to order	verb	B1.1	food
picante	spicy	adj	B1.1	food
pimienta	pepper	noun	B1.1	food
propina	tip	noun	B1.1	food
refresco	soft drink, soda	noun	B1.1	food
tierno	tender	adj	B1.1	food
tomate	tomato	noun	B1.1	food
verduras	vegetables	noun	B1.1	food
amargo	bitter	adj	B1.2	food
calentar	to heat	verb	B1.2	food
col	cabbage	noun	B1.2	food
especias	spices	noun	B1.2	food
lechuga	lettuce	noun	B1.2	food
mezclar	to mix	verb	B1.2	food
plátano	banana	noun	B1.2	food
revolver	to stir	verb	B1.2	food
sabroso	tasty	adj	B1.2	food
sartén	frying pan	noun	B1.2	food
tazón	bowl	noun	B1.2	food
tenedor	fork	noun	B1.2	food
vegetales	vegetables	noun	B1.2	food
vinagre	vinegar	noun	B1.2	food
zanahoria	carrot	noun	B1.2	food
batir	to beat	verb	B2.1	food
cafetera	coffee maker	noun	B2.1	food
crujiente	crispy	adj	B2.1	food
enfriar	to cool	verb	B2.1	food
freír	to fry	verb	B2.1	food
hervir	to boil	verb	B2.1	food
hornear	to bake	verb	B2.1	food
jugoso	juicy	adj	B2.1	food
pepino	cucumber	noun	B2.1	food
picar	to chop	verb	B2.1	food
reservación	reservation	noun	B2.1	food
salado	salty	adj	B2.1	food
tibio	warm	adj	B2.1	food
tostadora	toaster	noun	B2.1	food
aderezo	dressing	noun	B2.2	food
agrio	sour	adj	B2.2	food
apio	celery	noun	B2.2	food
asar	to roast, grill	verb	B2.2	food
batidora	mixer	noun	B2.2	food
brócoli	broccoli	noun	B2.2	food
cazuela	casserole	noun	B2.2	food
condimentar	to season	verb	B2.2	food
condimento	seasoning	noun	B2.2	food
cucharita	teaspoon	noun	B2.2	food
espinaca	spinach	noun	B2.2	food
graso	greasy	adj	B2.2	food
guisar	to stew	verb	B2.2	food
licuadora	blender	noun	B2.2	food
margarina	margarine	noun	B2.2	food
pelar	to peel	verb	B2.2	food
rábano	radish	noun	B2.2	food
saltear	to sauté	verb	B2.2	food
verdura	vegetable	noun	B2.2	food
mucho	a lot, much	adv	A1.1	food|glue
poco	a little, little, few	adv	A1.1	food|glue
pedir	to order, ask for	verb	A1.2	food|glue
llegar	to arrive	verb	A1.1	glue
hacer	to do, make, to make	verb	A1.1	glue
fuerte	strong	adj	A1.1	
cocina	kitchen, stove	noun	A1.2	food|home
horno	oven	noun	A2.2	food|home
lavar	to wash	verb	A2.2	food|home
refrigerador	refrigerator	noun	B1.1	food|home
microondas	microwave	noun	B1.2	food|home
cocinar	to cook	verb	A2.2	food|home
exquisito	exquisite	adj	B2.1	
recomendar	to recommend	verb	B2.1	
agua	water	noun	A1.1	
caliente	hot	adj	A1.2	
frío	cold	adj	A1.2	
fresco	fresh, cool	adj	A2.1	
pescado	fish	noun	A2.1	food
sentarse	to sit down	verb	A2.2	
servir	to serve	verb	A2.1	
cortar	to cut	verb	A2.1	
rápido	fast, quick; quickly	adj	A1.1	
lento	slowly, slow	adj	A2.2	
plato	plate	noun	A2.1	food
servicio	service	noun	A1.2	
reservar	to reserve, book	verb	B1.2	food
restaurante	restaurant	noun	A1.2	food
¿cómo?	how?	pron	A1.1	glue
¿cuál?	which?	pron	A1.1	glue
¿cuándo?	when?	pron	A1.1	glue
¿cuánto	how much?	pron	A1.1	glue
¿cuántos	how many?	pron	A1.1	glue
¿dónde?	where?	adv	A1.1	glue
¿por qué?	why?	phrase	A1.1	glue
¿qué?	what?	pron	A1.1	glue
¿quién?	who?	pron	A1.1	glue
a	to, at	prep	A1.1	glue
abajo	down	adv	A1.1	glue
adelante	forward, further	adv	A1.1	glue
ahí	there	adv	A1.1	glue
al	to the	det	A1.1	glue
algo	something	pron	A1.1	glue
alguien	someone	pron	A1.1	glue
allá	over there	adv	A1.1	glue
allí	there	adv	A1.1	glue
aquí	here	adv	A1.1	glue
arriba	up	adv	A1.1	glue
así	like this, in this way	adv	A1.1	glue
atrás	back, behind, ago	adv	A1.1	glue
bastante	quite, enough	adv	A1.1	glue
buen	good	adj	A1.1	glue
casi	almost	adv	A1.1	glue
cerca	near, close	adv	A1.1	glue
como	how, as	prep	A1.1	glue
cómo	how	adv	A1.1	glue
con	with	prep	A1.1	glue
contra	against	prep	A1.1	glue
cuál	which?	pron	A1.1	glue
cualquier	any, anyone (PRON)	adj	A1.1	glue
dar	to give	verb	A1.1	glue
de	of, from	prep	A1.1	glue
decir	to say, tell, to tell	verb	A1.1	glue
del	of the	det	A1.1	glue
demasiado	too much, too many	adv	A1.1	glue
dentro	inside	adv	A1.1	glue
donde	where	adv	A1.1	glue
dónde	where	adv	A1.1	glue
e	and	conj	A1.1	glue
el	the - masculine, the (masculine), the one who, that, which	det	A1.1	glue
en	in, on, at	prep	A1.1	glue
entre	between, among	prep	A1.1	glue
esa	that	pron	A1.1	glue
esas	those	pron	A1.1	glue
esos	those	pron	A1.1	glue
esta	this	det	A1.1	glue
estar	to be - location, condition, to be (temporary, location), to be (location)	verb	A1.1	glue
estas	these	pron	A1.1	glue
este	this	pron	A1.1	glue
estos	these	pron	A1.1	glue
fuera	outside	adv	A1.1	glue
hace	ago	adv	A1.1	glue
hacia	toward	prep	A1.1	glue
hay	there is, there are	adv	A1.1	glue
incluso	including	adv	A1.1	glue
la	the - feminine, the (feminine), her, it (feminine)	det	A1.1	glue
las	the - feminine plural, the (feminine plural), them (feminine)	det	A1.1	glue
le	to him, to her	pron	A1.1	glue
les	to them	pron	A1.1	glue
lo	him, it - masculine, it (masculine)	pron	A1.1	glue
los	the - masculine plural, the (masculine plural), them (masculine), which (plural)	det	A1.1	glue
lugar	place	noun	A1.1	glue
mas	more	adv	A1.1	glue
me	me	pron	A1.1	glue
mi	my	pron	A1.1	glue
mismo	same	adj	A1.1	glue
muy	very	adv	A1.1	glue
nada	nothing	pron	A1.1	glue
nadie	no one, nobody	pron	A1.1	glue
ni	neither	conj	A1.1	glue
no	no, not	adv	A1.1	glue
nos	us	pron	A1.1	glue
nuestro	our	pron	A1.1	glue
o	or	conj	A1.1	glue
otro	other	adj	A1.1	glue
para	for, to	prep	A1.1	glue
pero	but	conj	A1.1	glue
por	by, for, through	prep	A1.1	glue
por qué	why	phrase	A1.1	glue
pues	since, thus	conj	A1.1	glue
si	if	conj	A1.1	glue
sí	yes	adv	A1.1	glue
sin	without	prep	A1.1	glue
sobre	about, on, over	prep	A1.1	glue
su	his, her, your formal, its, your (formal)	pron	A1.1	glue
tal	such	adj	A1.1	glue
también	also	adv	A1.1	glue
tan	such, as, too, so	adv	A1.1	glue
te	you - informal object, you	pron	A1.1	glue
tener	to have	verb	A1.1	glue
todo	all, everything	adj	A1.1	glue
tu	your - informal, your (informal)	pron	A1.1	glue
tú	you - informal, you (informal)	pron	A1.1	glue
un	a, an - masculine, an (masculine)	det	A1.1	glue
una	a, an - feminine, an (feminine)	det	A1.1	glue
unas	some - feminine	det	A1.1	glue
unos	some - masculine	adv	A1.1	glue
usted	you - formal, you (formal)	pron	A1.1	glue
ustedes	you all - Latin America	pron	A1.1	glue
y	and	conj	A1.1	glue
yo	I	pron	A1.1	glue
ante	before, in the presence of	prep	A1.2	glue
aquel	that (over there)	pron	A1.2	glue
cual	which	pron	A1.2	glue
cualquiera	any; whatever, whichever	pron	A1.2	glue
cuanto	as much, many as	adj	A1.2	glue
debajo	underneath	adv	A1.2	glue
delante	in front	adv	A1.2	glue
demás	the rest, others	adv	A1.2	glue
derecha	right	adv	A1.2	glue
detrás	behind	adv	A1.2	glue
ellas	they	pron	A1.2	glue
encima	on top, on top of that	adv	A1.2	glue
izquierda	left	adv	A1.2	glue
jamás	never	adv	A1.2	glue
junto	together with, next to / (f) junta: meeting, conference, seam	adv	A1.2	glue
lejos	far	adv	A1.2	glue
ninguno	none, not any	pron	A1.2	glue
poner	to put, place	verb	A1.2	glue
salvo	except	prep	A1.2	glue
según	according to	prep	A1.2	glue
tras	after, behind	prep	A1.2	glue
alguno	some, any	pron	A2.1	glue
aquella	that over there	adv	A2.1	glue
deber	should, must, duty	verb	A2.1	glue
despacio	slow, slowly	adv	A2.1	glue
nosotras	we	pron	A2.1	glue
cuyo	whose	pron	A2.2	glue
gustar	to like	verb	A2.2	glue
igualmente	likewise	adv	A2.2	glue
vía	via, through	prep	A2.2	glue
aquellas	those over there	adv	B1.1	glue
mediante	by means of	prep	B1.1	glue
quienquiera	whoever	pron	B1.1	glue
asimismo	likewise	adv	B2.2	glue
bajo	under, short	prep	A1.1	glue
sentir	to feel, regret	verb	A1.2	glue
vivir	to live, experience	verb	A1.1	glue
adentro	inside	adv	A1.2	glue
afuera	outside	adv	A1.2	glue
ver	to see, to watch	verb	A1.1	glue
ir	to go	verb	A1.1	glue
ser	to be - essential nature, to be (permanent), being	verb	A1.1	glue
entonces	then	adv	A1.1	glue
luego	later, then	adv	A1.1	glue
ese	that	pron	A1.1	glue
se	reflexive pronoun (all persons)	pron	A1.1	glue
querer	to want, to love	verb	A2.1	glue
poder	to be able to, can, power	verb	A1.1	glue
antes	before	adv	A1.1	glue|time
aún	still, even	adv	A1.1	glue|time
cuando	when	adv	A1.1	glue|time
desde	from, since	prep	A1.1	glue|time
después	after	adv	A1.1	glue|time
durante	during	prep	A1.1	glue|time
él	he, him (after preposition)	pron	A1.1	glue
ella	she, her (after preposition)	pron	A1.1	glue
ellos	they, them (after preposition)	pron	A1.1	glue
hasta	until, to	prep	A1.1	glue
hoy	today	adv	A1.1	glue
mí	me (after preposition)	pron	A1.1	glue
mientras	while	adv	A1.1	glue|time
nosotros	we, us (after preposition)	pron	A1.1	glue
nunca	never	adv	A1.1	glue|time
quien	who (after preposition)	pron	A1.1	glue
saber	to know, knowledge, to know (facts)	verb	A1.1	glue
siempre	always	adv	A1.1	glue|time
ti	you (after preposition)	pron	A1.1	glue
todavía	still, yet	adv	A1.1	glue|time
ya	already, now	adv	A1.1	glue|time
sino	but (after negative)	conj	A1.2	glue
salir	to leave	verb	A1.1	glue
venir	to come	verb	A1.1	glue
cabeza	head	noun	A1.1	
cara	face	noun	A1.1	
creer	to believe	verb	A1.1	
cuerpo	body	noun	A1.1	
feliz	happy	adj	A1.1	
mano	hand	noun	A1.1	
miedo	fear	noun	A1.1	
ojos	eyes	noun	A1.1	
sangre	blood	noun	A1.1	
alma	soul	noun	A1.2	
alto	tall	adj	A1.2	
boca	mouth	noun	A1.2	
bonito	pretty	adj	A1.2	
brazo	arm	noun	A1.2	
cansado	tired	adj	A1.2	
cerebro	brain	noun	A1.2	
confiar	to trust	verb	A1.2	
cuello	neck	noun	A1.2	
deseo	desire	noun	A1.2	
dolor	pain	noun	A1.2	
dormir	to sleep	verb	A1.2	
enfermo	sick	adj	A1.2	
espalda	back	noun	A1.2	
espíritu	spirit	noun	A1.2	
joven	young	adj	A1.2	
llevar	to wear, carry, take, to carry	verb	A1.2	
médico	doctor	noun	A1.2	
mente	mind	noun	A1.2	
ojo	eye	noun	A1.2	
pelo	hair	noun	A1.2	
pie	foot	noun	A1.2	
piel	skin	noun	A1.2	
preocupado	worried	adj	A1.2	
salud	health	noun	A1.2	
tranquilo	calm	adj	A1.2	
actitud	attitude	noun	A2.1	
ambulancia	ambulance	noun	A2.1	
asustado	scared	adj	A2.1	
cabello	hair	noun	A2.1	
comportamiento	behavior	noun	A2.1	
conciencia	consciousness, awareness	noun	A2.1	
débil	weak	adj	A2.1	
dedo	finger	noun	A2.1	
enojado	angry	adj	A2.1	
estómago	stomach	noun	A2.1	
felicidad	happiness	noun	A2.1	
fútbol americano	American football	phrase	A2.1	
gordo	fat	adj	A2.1	
grave	serious	adj	A2.1	
guapo	handsome, beautiful	adj	A2.1	
herida	wound	noun	A2.1	
identidad	identity	noun	A2.1	
nariz	nose	noun	A2.1	
nervioso	nervous	adj	A2.1	
oso	bear	noun	A2.1	
pasión	passion	noun	A2.1	
pierna	leg	noun	A2.1	
recuperar	to recover	verb	A2.1	
tratamiento	treatment	noun	A2.1	
vergüenza	shame, embarrassment	noun	A2.1	
bondad	kindness	noun	A2.2	
carácter	character	noun	A2.2	
cirujano	surgeon	noun	A2.2	
clínica	clinic	noun	A2.2	
compasión	compassion	noun	A2.2	
conducta	conduct	noun	A2.2	
corte de pelo	haircut	phrase	A2.2	
cuadro	painting	noun	A2.2	
curar	to cure	verb	A2.2	
dentista	dentist	noun	A2.2	
dolor de cabeza	headache	phrase	A2.2	
emocionado	excited	adj	A2.2	
equilibrio	balance	noun	A2.2	
fiebre	fever	noun	A2.2	
fortaleza	strength	noun	A2.2	
inconsciente	unconscious	adj	A2.2	
infección	infection	noun	A2.2	
liberación	liberation	noun	A2.2	
oreja	ear	noun	A2.2	
personalidad	personality	noun	A2.2	
profundamente	deeply	adv	A2.2	
receta	prescription, recipe	noun	A2.2	
resistencia	endurance, resistance	noun	A2.2	
sano	healthy	adj	A2.2	
seguro médico	health insurance	phrase	A2.2	
soledad	loneliness	noun	A2.2	
sufrir	to suffer	verb	A2.2	
abandono	abandonment	noun	B1.1	
aislamiento	isolation	noun	B1.1	
bienestar	well-being	noun	B1.1	
cicatriz	scar	noun	B1.1	
culpabilidad	culpability, guilt	noun	B1.1	
delgado	thin	adj	B1.1	
desprecio	contempt	noun	B1.1	
diagnóstico	diagnosis	noun	B1.1	
doler	to hurt	verb	B1.1	
dudar	to doubt	verb	B1.1	
ego	ego	noun	B1.1	
especialista	specialist	noun	B1.1	
éxtasis	ecstasy	noun	B1.1	
farmacia	pharmacy	noun	B1.1	
generosidad	generosity	noun	B1.1	
gripe	flu	noun	B1.1	
humillación	humiliation	noun	B1.1	
iluminación	illumination, enlightenment	noun	B1.1	
integridad	integrity	noun	B1.1	
intimidad	intimacy	noun	B1.1	
lastimar	to hurt	verb	B1.1	
leve	mild	adj	B1.1	
maldad	evil, malice	noun	B1.1	
medicamento	medication	noun	B1.1	
misericordia	mercy	noun	B1.1	
obsesión	obsession	noun	B1.1	
odiar	to hate	verb	B1.1	
operar	to operate	verb	B1.1	
pastilla	pill	noun	B1.1	
perdonar	to forgive	verb	B1.1	
rencor	grudge; to hold a grudge	noun	B1.1	
resfriado	cold	adj	B1.1	
sospechar	to suspect	verb	B1.1	
tos	cough	noun	B1.1	
admiración	admiration	noun	B1.2	
agudo	acute	adj	B1.2	
alergia	allergy	noun	B1.2	
alérgico	allergic	adj	B1.2	
arrepentimiento	regret, repentance	noun	B1.2	
autoestima	self-esteem	noun	B1.2	
consultorio	doctor's office	noun	B1.2	
contagioso	contagious	adj	B1.2	
correspondencia	correspondence	noun	B1.2	
crueldad	cruelty	noun	B1.2	
empeorar	to worsen	verb	B1.2	
estabilidad	stability	noun	B1.2	
gravemente	seriously	adv	B1.2	
mentalidad	mentality	adj	B1.2	
nostalgia	nostalgia	noun	B1.2	
peluquería	hair salon	noun	B1.2	
psicólogo	psychologist	noun	B1.2	
redención	redemption	noun	B1.2	
remordimiento	remorse	noun	B1.2	
resentimiento	resentment	noun	B1.2	
revelación	revelation	noun	B1.2	
sanar	to heal	verb	B1.2	
simpatía	sympathy	noun	B1.2	
síntoma	symptom	noun	B1.2	
temperamento	temperament	noun	B1.2	
titular	headline	noun	B1.2	
adorar	to adore	verb	B2.1	
alejamiento	withdrawal	noun	B2.1	
anhelo	yearning	noun	B2.1	
autoconcepto	self-concept	noun	B2.1	
autoeficacia	self-efficacy	noun	B2.1	
barruntar	to suspect	verb	B2.1	
calzado	footwear	noun	B2.1	
egoísmo	selfishness	noun	B2.1	
empatía	empathy	noun	B2.1	
enfermar	to get sick	verb	B2.1	
fascinación	fascination	noun	B2.1	
gozar	to enjoy	verb	B2.1	
indiferencia	indifference	noun	B2.1	
intensamente	intensely	adv	B2.1	
madurez	maturity	noun	B2.1	
melancolía	melancholy	noun	B2.1	
penitencia	penance	noun	B2.1	
percibir	to perceive	verb	B2.1	
proximidad	proximity	noun	B2.1	
realización	fulfillment	noun	B2.1	
reconciliación	reconciliation	noun	B2.1	
saborear	to savor	verb	B2.1	
sintonía	harmony	noun	B2.1	
violentamente	violently	adv	B2.1	
aborrecer	to loathe	verb	B2.2	
adaptabilidad	adaptability	noun	B2.2	
afinidad	affinity	noun	B2.2	
agricultora	farmer	noun	B2.2	
altruismo	altruism	noun	B2.2	
amorosamente	lovingly	adv	B2.2	
añoranza	longing	noun	B2.2	
antipatía	antipathy	noun	B2.2	
apasionadamente	passionately	adv	B2.2	
apatía	apathy	noun	B2.2	
ardorosamente	ardently	adv	B2.2	
aretes	earrings	noun	B2.2	
arrebato	rapture	noun	B2.2	
atisbar	to catch a glimpse	verb	B2.2	
autoimagen	self-image	noun	B2.2	
autorrealización	self-actualization	noun	B2.2	
bochorno	embarrassment	noun	B2.2	
cariñosamente	affectionately	adv	B2.2	
catarsis	catharsis	noun	B2.2	
cercanía	closeness	noun	B2.2	
climax	climax	noun	B2.2	
compatibilidad	compatibility	noun	B2.2	
complementariedad	complementarity	adj	B2.2	
conformidad	conformity	noun	B2.2	
consonancia	consonance	noun	B2.2	
contrición	contrition	noun	B2.2	
crónico	chronic	adj	B2.2	
cruelmente	cruelly	adv	B2.2	
desamparo	helplessness	noun	B2.2	
desconcierto	bewilderment	noun	B2.2	
desconfiar	to distrust	verb	B2.2	
desdén	disdain	noun	B2.2	
desequilibrio	imbalance	noun	B2.2	
deslumbramiento	dazzlement	noun	B2.2	
despiadadamente	mercilessly	adv	B2.2	
despreciar	to despise	verb	B2.2	
disonancia	dissonance	noun	B2.2	
distanciamiento	distancing	noun	B2.2	
dulcemente	sweetly	adv	B2.2	
emancipación	emancipation	noun	B2.2	
entrever	to glimpse	verb	B2.2	
epifanía	epiphany	noun	B2.2	
estupefacción	stupefaction	noun	B2.2	
expiación	atonement	noun	B2.2	
fervientemente	fervently	adv	B2.2	
flexibilidad	flexibility	noun	B2.2	
fluctuar	to fluctuate	verb	B2.2	
fragilidad	fragility	noun	B2.2	
idiosincrasia	idiosyncrasy	noun	B2.2	
idolatrar	to idolize	verb	B2.2	
incompatibilidad	incompatibility	noun	B2.2	
inconsciencia	unconsciousness	noun	B2.2	
indignación	indignation	noun	B2.2	
individualidad	individuality	noun	B2.2	
inestabilidad	instability	noun	B2.2	
inmadurez	immaturity	noun	B2.2	
intuir	to intuit	verb	B2.2	
levemente	mildly	adv	B2.2	
mortificación	mortification	noun	B2.2	
mutualidad	mutuality	noun	B2.2	
padecer	to suffer	verb	B2.2	
paroxismo	paroxysm	noun	B2.2	
pasmo	astonishment	noun	B2.2	
peluquera	hairdresser	noun	B2.2	
perplejidad	perplexity	noun	B2.2	
plenitud	fullness	noun	B2.2	
preconsciente	preconscious	adj	B2.2	
presentir	to have a premonition	verb	B2.2	
psique	psyche	noun	B2.2	
purificación	purification	noun	B2.2	
rebeldía	rebellion	noun	B2.2	
recelar	to be suspicious	verb	B2.2	
recetar	to prescribe	verb	B2.2	
reciprocidad	reciprocity	noun	B2.2	
resignación	resignation	noun	B2.2	
resiliencia	resilience	noun	B2.2	
rigidez	rigidity	noun	B2.2	
salvajemente	savagely	adv	B2.2	
subconsciencia	subconscious, subconsciousness	adj	B2.2	
sublimación	sublimation	noun	B2.2	
superyó	superego	noun	B2.2	
tiernamente	tenderly	adv	B2.2	
titubear	to hesitate	verb	B2.2	
turbación	perturbation	noun	B2.2	
vacilar	to hesitate	verb	B2.2	
vehementemente	vehemently	adv	B2.2	
venerar	to venerate	verb	B2.2	
vislumbrar	to glimpse	verb	B2.2	
vivenciar	to experience	verb	B2.2	
vulnerabilidad	vulnerability	noun	B2.2	
oír	to hear	verb	A1.2	
triste	sad	adj	A1.2	
descansar	to rest	verb	A2.1	
feo	ugly	adj	A2.1	
pintura	paint, painting	noun	A2.1	
disfrutar	to enjoy	verb	A2.2	
pintar	to paint	verb	A2.2	
apreciar	to appreciate	verb	B1.1	
armonía	harmony	noun	B1.1	
admirar	to admire	verb	B2.1	
relajarse	to relax	verb	B1.1	
inspiración	inspiration	noun	B1.1	
enfermedad	illness, disease	noun	A2.1	
sentirse	to feel, to feel (reflexive)	verb	A2.2	
vengarse	to take revenge	verb	B1.1	
recuperarse	to recover	verb	B1.2	
calmarse	to calm down	verb	B2.1	
curarse	to get better	verb	B2.1	
apaciguarse	to calm down	verb	B2.2	
aquietarse	to quiet down	verb	B2.2	
balancearse	to balance	verb	B2.2	
desestresarse	to de-stress	verb	B2.2	
distenderse	to relax	verb	B2.2	
empeorarse	to get worse	verb	B2.2	
enfermarse	to get sick	verb	B2.2	
equilibrarse	to balance	verb	B2.2	
estabilizarse	to stabilize	verb	B2.2	
lastimarse	to hurt oneself	verb	B2.2	
mejorarse	to get better	verb	B2.2	
peinarse	to comb one's hair	verb	B2.2	
reconciliarse	to reconcile	verb	B2.2	
serenarse	to calm down	verb	B2.2	
sosegarse	to calm down	verb	B2.2	
tambalearse	to waver	verb	B2.2	
tranquilizarse	to calm down	verb	B2.2	
perdón	excuse me, sorry, pardon, forgiveness	intj	A1.2	
emergencia	emergency	noun	A2.1	
respetar	to respect	verb	B1.1	
urgencia	urgency	noun	B1.1	
viejo	old	adj	A1.1	
medicina	medicine	noun	A2.1	
mejorar	to improve	verb	A2.2	
año	year	noun	A1.1	time
temprano	early	adj	A1.2	time
autenticidad	authenticity	adv	B2.2	
oscilar	to oscillate	verb	B2.2	
rápidamente	quickly	adv	A2.1	
lentamente	slowly	adv	A2.2	
hospital	hospital	noun	A1.2	
casa	house	noun	A1.1	home
grande	big, large	adj	A1.1	home
pequeño	small, little	adj	A1.1	home
puerta	door	noun	A1.1	home
apartamento	apartment	noun	A1.2	home
baño	bathroom	noun	A1.2	home
cama	bed	noun	A1.2	home
departamento	apartment; department	noun	A1.2	home
diferente	different	adj	A1.2	home
hogar	home	noun	A1.2	home
llaves	keys	noun	A1.2	home
piso	floor, apartment	noun	A1.2	home
sala	living room	noun	A1.2	home
ventana	window	noun	A1.2	home
armario	closet, wardrobe	noun	A2.1	home
limpiar	to clean	verb	A2.1	home
limpio	clean	adj	A2.1	home
mono	monkey	noun	A2.1	
pared	wall	noun	A2.1	home
reloj	watch, clock	noun	A2.1	home
sofá	sofa	noun	A2.1	home
sucio	dirty	adj	A2.1	home
techo	ceiling	noun	A2.1	home
almohada	pillow	noun	A2.2	home
alquiler	rent	noun	A2.2	home
ascensor	elevator	noun	A2.2	home
cajón	drawer	noun	A2.2	home
cartera	wallet	noun	A2.2	home
cuarto de baño	bathroom	phrase	A2.2	home
deberes	homework, duties	noun	A2.2	home
dormitorio	bedroom	noun	A2.2	home
escalera	stairs	noun	A2.2	home
garaje	garage	noun	A2.2	home
lámpara	lamp	noun	A2.2	home
manta	blanket	noun	A2.2	home
propietario	owner	noun	A2.2	home
vecindario	neighborhood	noun	A2.2	home
vecino	neighbor	noun	A2.2	home
balcón	balcony	noun	B1.1	home
cerradura	lock	noun	B1.1	home
cortina	curtain	noun	B1.1	home
hockey	hockey	noun	B1.1	home
sillón	armchair	noun	B1.1	home
vecina	neighbor	noun	B1.1	home
estufa	stove	noun	B1.2	home
lavadora	washing machine	noun	B1.2	home
jardinería	gardening	noun	B2.1	home
propietaria	owner	noun	B2.1	home
bricolaje	DIY, home improvement	noun	B2.2	home
jardinera	gardener	noun	B2.2	home
lavavajillas	dishwasher	noun	B2.2	home
ducharse	to shower	verb	B2.2	home
televisión	television	noun	A2.1	home
jardín	garden	noun	A2.1	home
acostarse	to go to bed	verb	B1.1	home
levantarse	to get up	verb	B1.1	home
vestirse	to get dressed	verb	B1.2	home
bañarse	to bathe	verb	B2.1	home
despertarse	to wake up	verb	B2.1	home
cepillarse	to brush	verb	B2.2	home
teléfono	telephone	noun	A1.1	home
computadora	computer	noun	A2.1	home
habitación	room	noun	A1.1	home
llave	key	noun	A1.2	home
cómodo	comfortable	adj	A2.1	home
comedor	dining room	noun	A2.2	home
pensión	boarding house, pension	noun	A2.2	home
esposa	husband, wife	noun	A1.1	
fiesta	party	noun	A1.1	
juego	game	noun	A1.1	
parte	part, party	noun	A1.1	
tiempo libre	free time	phrase	A1.1	
acción	action	noun	A1.2	
bailar	to dance	verb	A1.2	
baile	dance	noun	A1.2	
canción	song	noun	A1.2	
cine	cinema, movie theater	noun	A1.2	
cuarto	quarter	noun	A1.2	
escena	scene	noun	A1.2	
gracioso	funny	adj	A1.2	
grupo	group, band	noun	A1.2	
jugar	to play	verb	A1.2	
mirar	to look, to watch	verb	A1.2	
motivo	motif	noun	A1.2	
noticia	news	noun	A1.2	
noticias	news	noun	A1.2	
obra	work	noun	A1.2	
pareja	couple, partner	noun	A1.2	
película	movie, film	noun	A1.2	
tema	theme	noun	A1.2	
tocar	to play, touch, to play (instrument)	verb	A1.2	
actor	actor, actress	noun	A2.1	
actuar	to act	verb	A2.1	
artes marciales	martial arts	phrase	A2.1	
artículo	article	noun	A2.1	
artista	artist	noun	A2.1	
audiencia	audience	noun	A2.1	
aventura	adventure	noun	A2.1	
banda sonora	soundtrack	phrase	A2.1	
canal	channel	noun	A2.1	
